OID,Shape_Leng,Shape_Area,NAME,POSTAL
-1,0.296363816880000,0.002584400105360,Clarksville,47129
-1,0.668760846848000,0.017417775017600,Clay City,47841
-1,1.064627653190000,0.018932580579400,Claypool,46510
-1,0.668956570408000,0.013020789001200,Clayton,46118
-1,0.641407318824000,0.020146569686500,Clinton,47842
-1,1.088768665440000,0.022925848413000,Cloverdale,46120
-1,0.700812385932000,0.019952394073300,Coal City,47427
-1,0.915635525689000,0.015513380329200,Coatesville,46121
-1,1.327009703620000,0.044968787643600,Coldwater,49036
-1,0.571846862775000,0.005589984267440,Colfax,46035
-1,0.424375693587000,0.004860590811030,College Corner,45003
-1,1.498727408960000,0.058109622847800,Columbia City,46725
-1,1.695385622080000,0.060646338432800,Columbus,47201
-1,0.996915953358000,0.021989635621600,Columbus,47203
-1,0.679075536700000,0.009420559122930,Commiskey,47227
-1,1.488265902080000,0.052442875963800,Connersville,47331
-1,0.612741718170000,0.010246306804400,Converse,46919
-1,0.746826019606000,0.017572363033300,Convoy,45832
-1,0.515283796476000,0.008755261460880,Corunna,46730
-1,0.436818250606000,0.009631737752490,Cory,47846
-1,1.417121051790000,0.043471203304500,Corydon,47112
-1,1.163849709180000,0.030690684359000,Covington,47932
-1,0.274563459517000,0.004048220703940,Craigville,46731
-1,0.162229319889000,0.000486927789321,Crandall,47114
-1,0.770626932424000,0.024874802000800,Crane,47522
-1,1.564596851670000,0.054943746131800,Crawfordsville,47933
-1,0.648772586593000,0.010176485186900,Crete,60417
-1,0.536295357153000,0.006230882578780,Cromwell,46732
-1,0.533348890834000,0.006418814827540,Cross Plains,47017
-1,0.669079733352000,0.018264314023400,Crossville,62827
-1,0.706586112833000,0.013074176056500,Crothersville,47229
-1,1.108742037820000,0.025075738307000,Crown Point,46307
-1,0.926536414325000,0.020457405296900,Culver,46511
-1,0.604571233700000,0.008901510935710,Cutler,46920
-1,0.226458923846000,0.002924264615770,Cynthiana,47612
-1,0.783994509310000,0.015174867666600,Dale,47523
-1,0.662009245159000,0.007806788304460,Daleville,47334
-1,0.619287417028000,0.013098137751400,Dana,47847
-1,1.000963785110000,0.025250437405000,Danville,46122
-1,1.781884092390000,0.030068788751400,Danville,61834
-1,0.654743794824000,0.016219954212600,Darlington,47940
-1,1.177808157000000,0.048518532588900,Decatur,46733
-1,1.004586936470000,0.013695126984100,Decker,47524
-1,1.521317550210000,0.038956936996800,Delphi,46923
-1,0.697354551789000,0.018486772598400,Demotte,46310
-1,0.351136154797000,0.004564168431820,Dennison,62423
-1,0.798647107832000,0.011715563617900,Denver,46926
-1,0.912323901629000,0.014326518986800,Depauw,47115
-1,0.744912100781000,0.013995661183000,Deputy,47230
-1,0.915740099037000,0.015766995920600,Derby,47525
-1,1.117674808320000,0.019502779006400,Dillsboro,47018
-1,0.549435561125000,0.013029579508800,Donovan,60931
-1,0.851423106038000,0.017748130944200,Dubois,47527
-1,0.268010874294000,0.002592787696670,Dugger,47848
-1,0.657640009812000,0.012666216608200,Dunkirk,47336
-1,0.430185041305000,0.006961817730550,Dupont,47231
-1,0.431242174704000,0.003694180233230,Dyer,46311
-1,0.564004863062000,0.016725249900700,Earl Park,47942
-1,0.386112592616000,0.004062073557140,East Chicago,46312
-1,1.156458449990000,0.038220740819900,Eaton,45320
-1,0.542769500849000,0.007498038197020,Eaton,47338
-1,0.606469669629000,0.009691550522940,Eckerty,47116
-1,0.436180544233000,0.004163825656860,Economy,47339
-1,0.494794362216000,0.010186063999100,Edgerton,43517
-1,0.797679998899000,0.017946772652200,Edinburgh,46124
-1,0.775558746278000,0.018755461978800,Edon,43518
-1,0.733471369803000,0.014587893974100,Edwardsburg,49112
-1,0.498449682679000,0.003539621029870,Edwardsport,47528
-1,0.930283903613000,0.020105717266800,Elberfeld,47613
-1,0.876489794713000,0.022784297245300,Elizabeth,47117
-1,0.583020953837000,0.008104886124680,Elizabethtown,47232
-1,0.689559826005000,0.011453206724100,Elkhart,46514
-1,0.604959827609000,0.005263195576390,Elkhart,46516
-1,0.545517367722000,0.010814195319600,Elkhart,46517
-1,0.581546022437000,0.007182029783370,Ellettsville,47429
-1,0.690807117761000,0.019332713391800,Elnora,47529
-1,0.861344181905000,0.022775129908700,Elwood,46036
-1,1.559658980400000,0.038385424911800,English,47118
-1,0.635858534574000,0.008700501171210,Etna Green,46524
-1,0.439957876873000,0.005500054583500,Evanston,47531
-1,0.064951762678600,0.000144228811165,Evansville,47708
-1,0.417013661103000,0.002557466152030,Evansville,47710
-1,0.430366648986000,0.004503124709990,Evansville,47711
-1,0.887425893549000,0.017269144528800,Evansville,47712
-1,0.151135724427000,0.001039973883960,Evansville,47713
-1,0.260092987250000,0.002762068835520,Evansville,47714
-1,0.431694732922000,0.005793322141830,Evansville,47715
-1,0.651188798149000,0.014871492586900,Evansville,47720
-1,0.016373496378900,0.000016464981794,Evansville,47722
-1,0.601097967478000,0.013699088178100,Evansville,47725
-1,0.700777704167000,0.017254481051100,Fair Oaks,47943
-1,0.770462133414000,0.008856480372060,Fairbanks,47849
-1,0.649641963309000,0.008939833143050,Fairland,46126
-1,0.976559941837000,0.018578586383300,Fairmount,46928
-1,0.488291148796000,0.006189562435920,Falmouth,46127
-1,0.721150545304000,0.013054679362500,Farmersburg,47850
-1,0.899428914077000,0.014548619291400,Farmland,47340
-1,0.764528561110000,0.016688220300100,Ferdinand,47532
-1,0.751418188082000,0.008680299667750,Fillmore,46128
-1,0.454412354346000,0.005545991524540,Fishers,46037
-1,0.409692955926000,0.003966276984420,Fishers,46038
-1,0.623273861119000,0.009839069763490,Flat Rock,47234
-1,0.976519242846000,0.017999604217200,Flat Rock,62427
-1,0.833041146766000,0.012257586355100,Flora,46929
-1,0.514798331561000,0.005311864822870,Florence,47020
-1,0.572999111977000,0.010738062299400,Floyds Knobs,47119
-1,0.460260032354000,0.006818273352790,Forest,46039
-1,0.589729404522000,0.013428377407100,Fort Branch,47648
-1,0.900037265774000,0.019395394142000,Fort Recovery,45846
-1,0.205636967462000,0.001139189349570,Fort Wayne,46802
-1,0.278320414358000,0.002094505747430,Fort Wayne,46803
-1,0.354887187441000,0.005830883752620,Fort Wayne,46804
-1,0.197134668173000,0.001746547393980,Fort Wayne,46805
-1,0.298774726849000,0.002528319455330,Fort Wayne,46806
-1,0.142458551900000,0.000851562609909,Fort Wayne,46807
-1,0.233463852995000,0.002859380189850,Fort Wayne,46808
-1,0.396951935751000,0.006543236157310,Fort Wayne,46809
-1,0.308408218123000,0.004355695847140,Fort Wayne,46814
-1,0.275818761887000,0.002563387026970,Fort Wayne,46815
-1,0.697993326225000,0.010082193245000,Fort Wayne,46816
-1,0.749498305121000,0.018502102260600,Fort Wayne,46818
-1,0.403273850955000,0.007081485718560,Fort Wayne,46819
-1,0.342781603006000,0.004273365099120,Fort Wayne,46825
-1,0.384781735770000,0.005625834164240,Fort Wayne,46835
-1,0.493002284933000,0.006521160583720,Fort Wayne,46845
-1,0.587198673301000,0.008732307073420,Fortville,46040
-1,0.471726858932000,0.009439608803490,Fountain City,47341
-1,0.636097992712000,0.008128398695660,Fountaintown,46130
-1,1.589438312650000,0.052725487016900,Fowler,47944
-1,1.025141367270000,0.024845349903300,Francesville,47946
-1,0.406691527635000,0.010157774425900,Francisco,47649
-1,1.868598065180000,0.070081385646600,Frankfort,46041
-1,1.131657703680000,0.031574664242500,Franklin,46131
-1,0.487831451173000,0.005985547937650,Frankton,46044
-1,0.403009660567000,0.005247777001660,Fredericksburg,47120
-1,0.392787000533000,0.009506912987730,Freedom,47431
-1,0.775354614969000,0.010151326622000,Freetown,47235
-1,0.866293256573000,0.019042693904100,Fremont,46737
-1,0.976987137551000,0.022638023768000,French Lick,47432
-1,0.560471956727000,0.011002507372300,Galien,49113
-1,0.902484317649000,0.013718239226800,Galveston,46932
-1,0.507363554872000,0.007089853019530,Garrett,46738
-1,0.436060449016000,0.003358837144080,Gary,46402
-1,0.352976864034000,0.002229736216530,Gary,46403
-1,0.210874454092000,0.001568023860790,Gary,46404
-1,0.328386046964000,0.003203824621570,Gary,46406
-1,0.168727720313000,0.001276980216610,Gary,46407
-1,0.262023575943000,0.002644534211610,Gary,46408
-1,0.146394753424000,0.000962273865781,Gary,46409
-1,0.211450313560000,0.001582293270170,Gas City,46933
-1,0.647351912602000,0.014237769466500,Gaston,47342
-1,0.892652309344000,0.017655863612800,Geneva,46740
-1,0.414766944169000,0.004638179667620,Gentryville,47537
-1,0.686003908215000,0.010166517885500,Georgetown,47122
-1,0.555321141132000,0.010482079635100,Georgetown,61846
-1,0.047998983276600,0.000038864299326,Ghent,41045
-1,0.528779945490000,0.008162689051360,Glenwood,46133
-1,0.704702022659000,0.016374068430500,Goodland,47948
-1,0.815622783108000,0.018459982578500,Goshen,46526
-1,0.982713344539000,0.019373307192500,Goshen,46528
-1,1.346170545950000,0.022176937884900,Gosport,47433
-1,0.658054680208000,0.007544365672290,Grabill,46741
-1,0.065392964587600,0.000181180100410,Grammer,47236
-1,0.644524524696000,0.011753044086200,Grandview,47615
-1,0.560034641222000,0.006871549559670,Granger,46530
-1,0.794342701064000,0.021522137368400,Grant Park,60940
-1,0.200902902621000,0.001011979529450,Grantsburg,47123
-1,0.426210403846000,0.007288037202360,Grayville,62844
-1,1.463251733960000,0.042378282200100,Greencastle,46135
-1,1.441847437840000,0.048010555162400,Greenfield,46140
-1,0.467154351822000,0.009148084994100,Greens Fork,47345
-1,1.644162767990000,0.081178545693100,Greensburg,47240
-1,0.753466518080000,0.020355482941200,Greentown,46936
-1,1.207455153660000,0.041557462817800,Greenville,45331
-1,0.493103864773000,0.005988560928790,Greenville,47124
-1,0.376898599250000,0.004668608971640,Greenwood,46142
-1,0.849764447917000,0.013735566615200,Greenwood,46143
-1,0.398486692801000,0.005292499370010,Griffin,47616
-1,0.355123545055000,0.002863829354710,Griffith,46319
-1,0.384386810982000,0.006012079892000,Grovertown,46531
-1,0.599210988995000,0.009998234231250,Guilford,47022
-1,0.584905776476000,0.010926396342900,Hagerstown,47346
-1,0.700776459535000,0.014731382761900,Hamilton,46742
-1,0.798569781740000,0.014778291826400,Hamlet,46532
-1,0.446100501990000,0.002375411936910,Hammond,46320
-1,0.185067903314000,0.001637298244420,Hammond,46323
-1,0.179830110829000,0.001237634110740,Hammond,46324
-1,0.164897684447000,0.000995216585184,Hammond,46327
-1,0.483361731195000,0.009680964087230,Hanna,46340
-1,0.666298262726000,0.010507236903800,Hanover,47243
-1,0.854184327227000,0.013691063915300,Hardinsburg,47125
-1,0.462954824358000,0.006641160999570,Harlan,46743
-1,0.674125235785000,0.010805707369500,Harrison,45030
-1,0.898211387146000,0.033058470283200,Hartford City,47348
-1,0.428363983835000,0.004797310685490,Hartsville,47244
-1,0.680907039014000,0.014298519767900,Haubstadt,47639
-1,0.696439609610000,0.013940867820300,Hazleton,47640
-1,1.082535832940000,0.026576738845400,Hebron,46341
-1,0.907032730429000,0.012310942251000,Heltonville,47436
-1,0.242288003794000,0.001181050212620,Henderson,42420
-1,0.681821651030000,0.010885824796300,Henryville,47126
-1,0.197951383815000,0.001931027906730,Highland,46322
-1,0.578458148560000,0.012484653509600,Hillsboro,47949
-1,0.531506077334000,0.006946269600960,Hillsdale,47854
-1,0.461002973151000,0.005001137887510,Hoagland,46745
-1,0.577057528537000,0.009767326353410,Hobart,46342
-1,0.365710004007000,0.005268598407510,Holland,47541
-1,0.258392210357000,0.003044581898530,Hollansburg,45332
-1,0.849016204426000,0.023535659411200,Holton,47023
-1,0.758335561604000,0.022365633949700,Hoopeston,60942
-1,0.838301847566000,0.015740071728900,Hope,47246
-1,1.149086968590000,0.023218781191600,Howe,46746
-1,0.714513464497000,0.009242031817810,Hudson,46747
-1,0.552520738029000,0.005088875521520,Huntertown,46748
-1,0.981447469858000,0.019986815304700,Huntingburg,47542
-1,1.747673264700000,0.061668807867400,Huntington,46750
-1,0.677482612925000,0.008443996678210,Hutsonville,62433
-1,0.677842126306000,0.010592465414600,Idaville,47950
-1,0.193313458717000,0.001542427729210,Indianapolis,46201
-1,0.294257623578000,0.001577899915350,Indianapolis,46202
-1,0.416958666121000,0.003964941491500,Indianapolis,46203
-1,0.133013251622000,0.000266655729431,Indianapolis,46204
-1,0.215191267616000,0.001791649672640,Indianapolis,46205
-1,0.234067163918000,0.001807373804660,Indianapolis,46208
-1,0.205193880668000,0.002062546155800,Indianapolis,46214
-1,0.127869029686000,0.000749483143565,Indianapolis,46216
-1,0.319875073008000,0.005798474030140,Indianapolis,46217
-1,0.240095100399000,0.002550401675580,Indianapolis,46218
-1,0.264679387072000,0.003462665708490,Indianapolis,46219
-1,0.297105496389000,0.003356712728500,Indianapolis,46220
-1,0.500823315062000,0.005687452247820,Indianapolis,46221
-1,0.310964134361000,0.002943527305600,Indianapolis,46222
-1,0.214153604409000,0.002048362256540,Indianapolis,46224
-1,0.181940445693000,0.001045951289500,Indianapolis,46225
-1,0.307096784138000,0.003811930953850,Indianapolis,46226
-1,0.282818106992000,0.004612473719710,Indianapolis,46227
-1,0.240962002408000,0.002231962594710,Indianapolis,46228
-1,0.345879921781000,0.003137694733260,Indianapolis,46229
-1,0.491614905332000,0.003189500272580,Indianapolis,46231
-1,0.486706997258000,0.004372791594590,Indianapolis,46234
-1,0.261270390825000,0.002681266912840,Indianapolis,46235
-1,0.310238860631000,0.003219979164130,Indianapolis,46236
-1,0.388842180106000,0.003972068199210,Indianapolis,46237
-1,0.410322130960000,0.007642404360020,Indianapolis,46239
-1,0.280142902446000,0.002854520677890,Indianapolis,46240
-1,0.425120056840000,0.006779194318930,Indianapolis,46241
-1,0.274553829487000,0.002285176922360,Indianapolis,46250
-1,0.270124987679000,0.003209343003470,Indianapolis,46254
-1,0.403840761964000,0.003537638354840,Indianapolis,46256
-1,0.449159199719000,0.005502820850910,Indianapolis,46259
-1,0.249735124453000,0.002707148219160,Indianapolis,46260
-1,0.247489452451000,0.003323194110030,Indianapolis,46268
-1,0.392432704881000,0.003938439164050,Indianapolis,46278
-1,0.307523457364000,0.001261023209160,Indianapolis,46280
-1,0.071413007672900,0.000168675904489,Indianapolis,46290
-1,0.105601644124000,0.000225335831567,Ingalls,46048
-1,0.708081260649000,0.015973127486100,Jamestown,46147
-1,0.632879389692000,0.013184509812800,Jasonville,47438
-1,1.378860432250000,0.032589528636900,Jasper,47546
-1,0.515522059131000,0.008639519688930,Jeffersonville,47130
-1,0.708235222737000,0.009312439944790,Jonesboro,46938
-1,0.447342299133000,0.006877749814960,Kempton,46049
-1,0.781795402657000,0.021930717232400,Kendallville,46755
-1,0.629737495029000,0.016045990473500,Kentland,47951
-1,0.871477890112000,0.027014249502700,Kewanna,46939
-1,0.604054969575000,0.008154138643120,Keystone,46759
-1,0.591152424586000,0.007064575086990,Kimmell,46760
-1,1.123851209690000,0.029914195765200,Kingman,47952
-1,0.769370481700000,0.012515226219900,Kirklin,46050
-1,0.827984543237000,0.014172839657100,Knightstown,46148
-1,1.105181675890000,0.034667624139400,Knox,46534
-1,1.226587838040000,0.037406217525800,Kokomo,46901
-1,0.663611570860000,0.014404679708800,Kokomo,46902
-1,0.775722869912000,0.018543926715300,Kouts,46347
-1,0.608073167412000,0.014484962887400,La Crosse,46348
-1,0.854299315873000,0.015345085165200,La Fontaine,46940
-1,1.743928490680000,0.054348168846900,La Porte,46350
-1,0.601295594754000,0.012935518168300,Laconia,47135
-1,0.760064668935000,0.020212408461900,Ladoga,47954
-1,0.071201298563500,0.000160920907977,Lafayette,47901
-1,0.201196506155000,0.001514372911660,Lafayette,47904
-1,1.017479976150000,0.032856581948100,Lafayette,47905
-1,0.630376903999000,0.009846602292260,Lagro,46941
-1,0.347379324101000,0.002572059497690,Lake Station,46405
-1,0.738769312075000,0.017955258537700,Lake Village,46349
-1,0.415699175660000,0.007894278863840,Lakeville,46536
-1,0.378865511082000,0.003877632138220,Lamar,47550
-1,0.455703826106000,0.008094994985780,Lanesville,47136
-1,0.232185844216000,0.002150307095070,Lansing,60438
-1,0.648690437991000,0.007211358748750,Laotto,46763
-1,0.325757514055000,0.003659536090060,Lapel,46051
-1,0.745241327880000,0.010629918094900,Larwill,46764
-1,1.162814135370000,0.017727377947800,Laurel,47024
-1,0.676267180807000,0.014743777440700,Lawrenceburg,47025
-1,0.995124739850000,0.032529430540600,Lawrenceville,62439
-1,0.997750570436000,0.017587850921100,Leavenworth,47137
-1,1.273817749140000,0.049372521206300,Lebanon,46052
-1,0.928205474679000,0.009383327048600,Leesburg,46538
-1,0.476059584610000,0.003664913541200,Leo,46765
-1,0.545361788773000,0.010393085218000,Leopold,47551
-1,0.656151099102000,0.008797729981560,Lewis,47858
-1,0.573723604051000,0.007143874823740,Lewisville,47352
-1,0.912381402414000,0.019670475506000,Lexington,47138
-1,0.321929475800000,0.004613305027600,Liberty Center,46766
-1,0.904010496679000,0.036036935432100,Liberty,47353
-1,1.127320850310000,0.020330229743900,Ligonier,46767
-1,0.142425860280000,0.000829236086517,Lincoln City,47552
-1,0.383917841085000,0.005859823088750,Linden,47955
-1,0.642720275998000,0.016447553286500,Linton,47441
-1,0.463119039034000,0.007462477820170,Lizton,46149
-1,1.627606405700000,0.052861562749700,Logansport,46947
-1,1.226196174550000,0.031380598095500,Loogootee,47553
-1,0.495612395452000,0.007394653349050,Losantville,47354
-1,1.024330817670000,0.033929306404900,Lowell,46356
-1,0.457238250281000,0.008097830637100,Lucerne,46950
-1,0.688036510319000,0.017204467675500,Lynn,47355
-1,0.606834663536000,0.010666877202800,Lynnville,47619
-1,0.788244786960000,0.021218627345300,Lyons,47443
-1,0.771758539651000,0.022031374564100,Macy,46951
-1,1.944559311860000,0.059452893538700,Madison,47250
-1,0.524393529780000,0.007934292527060,Manilla,46150
-1,0.568403963922000,0.009297288767270,Marengo,47140
-1,0.274392640897000,0.001725307551210,Mariah Hill,47556
-1,1.193967859970000,0.030892547944600,Marion,46952
-1,1.096034262960000,0.022562892121500,Marion,46953
-1,0.609496533048000,0.008364598487720,Markle,46770
-1,0.478529076357000,0.006551528501720,Markleville,46056
-1,0.515455361774000,0.013978013185200,Marshall,47859
-1,1.389065090930000,0.048516570866100,Marshall,62441
-1,1.965468406820000,0.059547456778100,Martinsville,46151
-1,0.672263200154000,0.015623633681900,Medaryville,47957
-1,0.680724670298000,0.014537521749900,Medora,47260
-1,0.622826767007000,0.006213703923910,Memphis,47143
-1,0.595856242750000,0.009354107486990,Mentone,46539
-1,0.737353182612000,0.009535950769460,Merom,47861
-1,0.550557990224000,0.008317568313370,Merrillville,46410
-1,0.785683357880000,0.008278377662090,Metamora,47030
-1,1.008360436720000,0.022961346477200,Michigan City,46360
-1,0.505237957940000,0.006850221866040,Michigantown,46057
-1,0.823361425368000,0.016519468451900,Middlebury,46540
-1,0.785560445522000,0.015669785604900,Middletown,47356
-1,0.920411152463000,0.015606981188500,Milan,47031
-1,0.711796529979000,0.015272978391300,Milford,46542
-1,1.092853342020000,0.041154026941900,Milford,60953
-1,0.386146772731000,0.006182710301370,Mill Creek,46365
-1,0.670111851667000,0.007923949623230,Millersburg,46543
-1,0.820385028146000,0.011943342765500,Milltown,47145
-1,0.641121734109000,0.011860979261900,Milroy,46156
-1,0.504513087592000,0.010123286017100,Milton,47357
-1,0.617644897283000,0.010807137492400,Mishawaka,46544
-1,0.418373208212000,0.005011782949700,Mishawaka,46545
-1,1.133241454000000,0.027839072781300,Mitchell,47446
-1,0.570104119871000,0.010070262334600,Modoc,47358
-1,0.978651486918000,0.021752608315400,Momence,60954
-1,0.798180230912000,0.019243235212600,Monon,47959
-1,0.869860287440000,0.015039162909900,Monroe City,47557
-1,0.713362294238000,0.009734525755690,Monroe,46772
-1,0.756173791572000,0.020702384344000,Monroeville,46773
-1,0.644123142300000,0.007970066146170,Monrovia,46157
-1,0.660233622084000,0.011705223810100,Monterey,46960
-1,0.330566086823000,0.005250831833440,Montezuma,47862
-1,0.912133821649000,0.020267754555200,Montgomery,47558
-1,0.849880462390000,0.012226596839200,Montgomery,49255
-1,1.257194042520000,0.034517522210900,Monticello,47960
-1,0.927879078666000,0.015973905598800,Montpelier,47359
-1,0.561266099139000,0.009142602757230,Mooreland,47360
-1,0.628443441644000,0.009934644919770,Moores Hill,47032
-1,0.991967396299000,0.020396621454400,Mooresville,46158
-1,0.994847341061000,0.024781979484100,Morgantown,46160
-1,1.194882368510000,0.034459266573000,Morocco,47963
-1,0.512210397842000,0.008187561744900,Morristown,46161
-1,1.389520280450000,0.043395339089900,Mount Carmel,62863
-1,1.952607240850000,0.059255664044800,Mount Vernon,47620
-1,0.465563069585000,0.007732139122010,Mulberry,46058
-1,0.835453942703000,0.018267860934200,Muncie,47302
-1,1.011709346380000,0.016499136204500,Muncie,47303
-1,0.653046299735000,0.009513777904160,Muncie,47304
-1,0.114533210872000,0.000377042179781,Muncie,47305
-1,0.048662566434400,0.000087079102540,Muncie,47306
-1,0.199766032037000,0.002126337441410,Munster,46321
-1,0.651459864903000,0.007586884196600,Nabb,47147
-1,0.987294019002000,0.021067631433900,Nappanee,46550
-1,1.650681677760000,0.053224725719700,Nashville,47448
-1,0.313904025708000,0.003035081197900,Needham,46162
-1,0.731301368652000,0.011519600817600,New Albany,47150
-1,0.494835540768000,0.005200179648340,New Buffalo,49117
-1,0.667590419783000,0.017721530379700,New Carlisle,46552
